User Type,Username,Date,Text
,ChangoKid,2012-09-26T06:13Z,Thanks Mate
,a_wrek420,2012-09-26T10:02Z,"Thanks again, always looking for the eztv."
,8899liava,2012-09-26T11:03Z,"If your sick of these fucking popups on every page for 888 poker I suggest you Google ""Better popup Blocker"", I could deal with it when it was not every time I clicked the screen but TPB have turned the dial to full fucking rage. Problem solved. "
,clicketyclix,2012-09-26T11:40Z,@8899lavia i downloaded that better pop up blocker but it doesnt work i still get the 888poker and thank you eztv
,meshuggah22,2012-09-26T13:49Z,Thank you
,midgetsaspets,2012-09-26T13:57Z,Adblock Plus (Firefox add-on). Works like a charm.
,arildus,2012-09-26T15:05Z,Thanx:)
,clicketyclix,2012-09-26T16:34Z,im using chrome
,dee60,2012-09-26T16:42Z,Thanks for sharing.
,thc404,2012-09-26T17:05Z,"Great torrent, thanks for the upload! (I know, this doesn't get said enough).
Also: HOLY SHIT! What an episode, SoA is awesome!!"
,walk_the_plank,2012-09-26T17:45Z,"Tks, EZ nice UP - Any one finds a blocker for this insane Double Click, I barley do PB any more Why would PB want to chase me away with ttis crazy pop-up shit, Be careful with the window thast does pop-up may be bad news for youy puter"
,walk_the_plank,2012-09-26T17:58Z,"Tks, EZ nice UP - Any one finds a blocker for this insane Double Click, plz post I barley do PB any more Why would PB want to chase me away with ttis crazy pop-up shit"
,no_one_yuno,2012-09-26T21:37Z,Thx mang!
,julep67,2012-09-26T23:20Z,Thanks!!
,Xparn1,2012-09-27T21:38Z,"The Sons Of Anarchy's purpose atleast for me died right on this episode.

O fo t win."
,clicketyclix,2012-09-28T09:10Z,was a very sad episode
,rednek.bikr,2012-09-30T21:26Z,thx ez
,takitalin,2012-10-01T09:15Z,"rip opie 



moowahahahahahahaha

did you expect anything less from a pirate?"
