User Type,Username,Date,Text
,googleLT,2012-03-07T10:12Z,where is the game?
,-NStyle-Swan,2012-03-07T10:24Z,lol?
,googleLT,2012-03-07T10:31Z,aaa
,RovennaRavenklow,2012-03-07T11:24Z,"Things like that for a long time nobody needs to, in fact already have no-cd mod. We need a keygen!"
[T],cad40,2012-03-07T12:16Z,"at the moment there is no key gen just use this serial till then as its still working just checked it 10 min ago 
9GV5-FBRT-TJN9-FR6M-RS6C"
,perish_song,2012-03-09T20:53Z,Does this really not work from the launcher? How do you create a shortcut? 
[T],cad40,2012-03-09T21:43Z,right click on TS3W.exe file. then click send to then click desktop create shortcut
,unknownpub,2012-03-10T10:33Z,this mod works with the latest update 1.32?thank you so much for uploading this.
,KellyD89,2012-03-14T04:02Z,how come when i click on the get this torrent nothing comes up in my utorrent?
,chuuurr,2012-03-20T02:44Z,do i need separate crack for each expansion???
,bakitruble,2012-03-21T18:31Z,i need help plz... i need expansions with NO CD...can eny help me plzzzzzzzzz mans!!!
