Filename,Size,Unit
"Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - booklet 1, 8.jpg",2.13,M
Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - booklet 4-5.jpg,1.84,M
Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - booklet 6-7.jpg,1.66,M
Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - front.jpg,1.23,M
Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - inside.jpg,1.06,M
Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - booklet 2-3.jpg,999.47,K
Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - back.jpg,598.4,K
Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - CD.jpg,360.22,K
Art work/Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores - front small.jpg,14.26,K
"05  F. Mendelssohn-Bartholdy; Symphony No. 4 in A major Italian, Op. 90 -  IV. Saltarello (Presto).flac",27.85,M
"14  A. DvorÃ¡k; Czech Suite in D major, Op. 39 - V. Finale (Furiant).flac",26.87,M
04  G. Rossini; La Scala di seta. The Opera - Overture.flac,26.03,M
"02  J.S. Bach; Orchestral Suite No. 3 in D major (OuvertÃ¼re III), BWV 1068 - Air.flac",24.05,M
"09  W.A. Mozart; Le nozze di Figaro, K 492 - Ouverture.flac",21.38,M
07  P. Mascagni; Cavalleria rusticana. Opera in 1 Act - Intermezzo.flac,17.62,M
11  J. Hayden; Symphony No. 88 in G major - IV. Finale. Allegro con spirito.flac,16.98,M
"12  A. DvorÃ¡k; Humoresques, Op. 101 - Poco lento e grazioso.flac",14.26,M
"10  L. Boccherini; Quintet in E major, Op. 13, No. 5.flac",12.94,M
06  O. Respighi; Gli uccelli. Suite for Small Orchestra - La gallina.flac,12.15,M
"13  W.A. Mozart; Divertimento in D major, K. 136 - III. Presto.flac",9.66,M
"01  G.F. Handel; Water Music. Suite No. 3 in G major, Op. 13, No. 5 - Minuet.flac",7.46,M
"08  S. Prokofjev; Symphony No. 1 in D major, Classical, Op. 25 - III. Gavotta. Non troppo allegro.flac",7.13,M
03  G.P. Telemann; Ouverture in F sharp minor - La Badinerie Italienne.flac,6.58,M
15  Ch. W. Gluck; Don Juan. Suite from the ballet - Pizzicato.flac,3.17,M
Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores.log,6.89,K
Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores.cue,5.07,K
00  Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores.m3u,2.91,K
Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores.txt,1.86,K
Prague Chamber Orchestra; Oldrich Vlcek - Famous Encores.sfv,1.36,K
