User Type,Username,Date,Text
[T],shipJ,2012-08-05T19:33Z,"Simpsons Comics 100 (2004) (1440px) (digital-DCP).cbz	
Spider-Man - The Official Novelization of the Film (Delray)(2002)(c2c)(PeteThePIPster).cbz	
Spider-Man and Hulk Weekly 398 [1980-10-22] (ChrisB).cbz	
Spider-Man and Hulk Weekly 399 [1980-10-29] (ChrisB).cbz	
St. George 07 (1989) (Pudgy).cbr	
Super Spider-man Weekly 262 (15-02-1978)(NS2012).cbr	
Super Spider-man Weekly 264 (01-03-1978)(NS2012).cbr	
Super Spider-man Weekly 265 (08-03-1978)(NS2012).cbr	
Super Spider-man Weekly 266 (15-03-1978)(NS2012).cbr	
Super Spider-man Weekly 267 (22-03-1978)(NS2012).cbr	
Super Spider-man Weekly 268 (29-03-1978)(NS2012).cbr	
Syndrome (GN) (2010) (Digital) (Fawkes-Empire).cbr	
Tales of Ghost Castle 001 c2c.cbz	
Tales of Ghost Castle 002 c2c.cbz	
Tales of Ghost Castle 003 c2c.cbz	
Teen Titans Annual 01 (2012) (Digital) (F) (G85-Empire).cbr	
Tex Ritter 021 Charlton Mar-1954 36p c2c.cbr	
The Adventures of Huckleberry Finn (2009) (digital-Empire).cbr	
The Goon 005 (2004) (Digital) (F) (Empire-G85).cbr	
The Mummy 01 (1990) (Pudgy).cbr	
The Mummy 02 (1990) (Pudgy).cbr	
The Mummy 03 (1991) (Pudgy).cbr	
The Mummy 04 (1991) (Pudgy).cbr	
The Mummy 05 (1991) (Pudgy).cbr	
The Mummy 06 (1991) (Pudgy).cbr	
The Mummy 07 (1991) (Pudgy).cbr	
The Mummy 08 (1991) (Pudgy).cbr	
The Mummy 09 (1991) (Pudgy).cbr
The Mummy 10 (1992) (Pudgy).cbr	
The Mummy 11 (1992) (Pudgy).cbr	
The Mummy 12 (1992) (Pudgy).cbr	
The Nikopol Trilogy (2004) (Bunny).cbr	
The Ray Bradbury Chronicles 01 (1992) (Pudgy).cbr	
The Ray Bradbury Chronicles 02 (1992) (Bunny).cbr	
The Ray Bradbury Chronicles 03 (1992) (Bunny).cbr	
The Ray Bradbury Chronicles 04 (1993) (Bunny).cbr	
The Ray Bradbury Chronicles 05 (1993) (Pudgy).cbr	
The Ray Bradbury Chronicles 06 (1993) (Bunny).cbr	
The Ray Bradbury Chronicles 07 (1993) (Bunny).cbr	
The Red Star - The Battle Of Kar Dathra's Gate (2001) (Pudgy).cbr	
The Sacred & The Profane (1987) (Pudgy).cbr	
The Secret History Book 15 - The Amber Room (2011).cbr	
The Secret History Book 16 - Zion (2011).cbr	
The Secret History Book 17 - Operation Kadesh (2011).cbr	
The Secret History Book 18 - The End of Camelot (2012).cbr	"
[T],shipJ,2012-08-05T19:33Z,"The Sisterhood Of Steel GN (1987) (Pudgy).cbr	
The Sisterhood Of Steel_01 (1984) (Pudgy).cbr
The Sisterhood Of Steel_02 (1985) (Pudgy).cbr	
The Sisterhood Of Steel_03 (1985) (Pudgy).cbr	
The Sisterhood Of Steel_04 (1985) (Pudgy).cbr	
The Sisterhood Of Steel_05 (1985) (Pudgy).cbr	
The Sisterhood Of Steel_06 (1985) (Pudgy).cbr	
The Sisterhood Of Steel_07 (1985) (Pudgy).cbr	
The Sisterhood Of Steel_08 (1986) (Pudgy).cbr	
The Snowman (1990) (Pudgy).cbr	
The Stars My Destination (1992) (Pudgy).cbr	
The Swords Of Heaven, The Flowers Of Hell (1979) (Pudgy).cbr	
The Tale Of The Body Thief (2000) (Bunny).cbr	
The Time Tunnel (2009) (Pudgy).cbr	
The Tomb Of Dracula-Day Of Blood_01 (1991) (Pudgy).cbr	
The Tomb Of Dracula-Day Of Blood_02 (1991) (Pudgy).cbr	
The Tomb Of Dracula-Day Of Blood_03 (1991) (Pudgy).cbr	
The Tomb Of Dracula-Day Of Blood_04 (1992) (Pudgy).cbr	
The Trigan Empire (1978) (Pudgy).cbr
The Vampire Lestat (1991) (Pudgy).cbr	
The Weird World Of Jack Staff 003 (2010) (c2c) (starhome).cbr	
The Westerner 033 (1951) (no ifc,ibc) (freddyfly).cbz	
The White Lama_01 (2000) (Pudgy).cbr	
The White Lama_02 (2000) (Pudgy).cbr	
The White Lama_03 (2000) (Pudgy).cbr	
The White Lama_04 (2000) (Pudgy).cbr	
The White Lama_05 (2000) (Pudgy).cbr	
The White Lama_06 (2000) (Pudgy).cbr	
There's No Place 01 (of 3) (2004) (AnEvilScan).cbr	
There's No Place 02 (of 3) (2005) (AnEvilScan).cbr	
Tiger 1522 [1984-02-18] (ChrisB).cbz	
Tiger 1523 [1984-02-25] (ChrisB).cbz	
Tuffy 008 (1950) (c2c) (degaton).cbz	
Ultimate Comics Ultimates 11 (2012) (Minutemen-DeadCold).cbr	
Unseen 015 (1954) (c2c) (JVJ-tilliban).cbz	
Vamps (1995 TPB) (Pudgy).cbr	
Victor 0243 [1965-10-16] (ChrisB).cbz	
Victor 0309 [1967-01-21] (ChrisB).cbz	
Vietnam Journal (2002) (Pudgy).cbr	"
[T],shipJ,2012-08-05T19:34Z,"Void Indigo (1984) (Pudgy).cbr	
Voodoo - Dancing In the Dark (1999) (Pudgy).cbr	
Wally the Wizard 01 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 02 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 03 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 04 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 05 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 06 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 07 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 08 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 09 (1985) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 10 (1986) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 11 (1986) (c2c) (Lusiphur-DCP).cbr	
Wally the Wizard 12 (1986) (c2c) (Lusiphur-DCP).cbr	
Werewolf (1984) (Pudgy).cbr	
Willy Wonka - Candyman (2005) (AnEvilScan).cbr	
Witchblade - Red Sonja 002 (2012) (digital-Empire).cbr	
X-Factor v1 002 (1986) (Minutemen-Syl3ntBob).cbz	
X-Force 112 (2001) (c2c) (Minutemen-Meganubis).cbr	
X-Force 113 (2001) (c2c) (Minutemen-Meganubis).cbr	
X-Man 033 (1997) (Minutemen-Meganubis).cbr	
X-Men 024 (2012)(c2c)(PeteThePIPster).cbz	
Young Love 057 (v06 03) (Prize 1954) (c2c) (PsB-Snard).cbz	
Young Love 062 (v06 08) (1954) (now c2c) (narfstar+PsB-Snard).cbz	
Young Love 068 (v07 02) (1955-56) (c2c) (PsB-Snard).cbz	"
