User Type,Username,Date,Text
,NeonColors123,2012-10-22T06:13Z,GUYS PLEASE SEED SO OTHER PEOPLE CAN DOWNLOAD THIS FASTER OR I MIGHT JUST SHUTDOWN MY SEEDING OF THE GAME!
,naycncc,2012-10-22T16:15Z,"stuck at 32.70%, why? fix please."
,naycncc,2012-10-22T16:16Z,i will stay seeding if you fix c:
,NeonColors123,2012-10-22T23:43Z,"@Naycncc

Sorry I have recently changed torrent clients and I have to reupload my files a new download will come soon!"
,NeonColors123,2012-10-23T00:28Z,"@naycncc

Look at my account for the new link to download the torrent it is fixed now."
,pamelaelisa,2012-10-25T10:21Z,Stuck at 33.1% again.. could you please fix this? 
,pamelaelisa,2012-10-25T10:27Z,Stuck at 33.1% again..  could you please fix this??
,MLightningW,2012-10-26T06:46Z,"Once it finishes downloading for me, I'll seed it indefinitely"
,jamesr_15,2012-10-26T14:29Z,Also stuck at 33.1% Please seed!
,smac33,2012-10-27T21:39Z,444 leechers 3 sseding... I hope all 444 of you get AIDS of the computer... what the hell are sites like this for if nobody is going to use them the right way?
,smac33,2012-10-27T21:39Z,444 leechers 3 seeding... I hope all 444 of you get AIDS of the computer... what  are sites like this for if nobody is going to use them the right way?
,NeonAero,2012-10-28T04:39Z,"Thanks for your patience guys! I created a new account because this torrent page wouldn't delete and uploaded the UPDATED version of this on my new account

Link here:
http://thepiratebay.se/torrent/7766876"
,NeonColors123,2012-10-28T04:48Z,"MAKINIG THIS COMMENT SO EVERYBODY KNOWS





































I UPLOADED THE NEW VERSION OVER ON THIS THREAD HERE 

http://thepiratebay.se/torrent/7766876/The_Sims_3_Full_Version___Crack_And_Serial_Keys_

THIS TORRENT IS BROKEN SINCE I LOST THE FILES FOR IT THE OTHER THREAD I HAVE ON MY NEW ACCOUNT CONTAINS THE NEW FILES"
,geoweo,2012-10-28T06:11Z,"Did you put the link in wrong, because I get this...

""Not Found (aka 404)

You're looking for something that does not, has not, will not, might not or must not exist ..."""
,pauline_sekhon,2012-10-30T13:22Z,"It says ""Not Found (aka 404)"""
