User Type,Username,Date,Text
,jorpita27,2012-10-20T06:13Z,Muchas Gracia JcGoku-21 todos tus aportes son excelentes..JJ
,AngelousTeam,2012-10-20T08:06Z,"Como siempre, tus aportes, de lo mejor que hay ! Y en latino ! Gracias !"
,leninillie1,2012-10-20T09:40Z,gracias hermano es el mejor
,carlosov1990,2012-10-21T03:00Z,gracias porfa sube la de taken 2 y la de resident evil 5 restribution
,Drcerebro,2012-10-21T05:20Z,"Ese mi jcgoku21, muchas gracias"
,wallas87,2012-10-21T16:04Z,"Gracias por el aporte. Pero llega al 99,8% ¿¿¿¿¿¿??????"
,omarhdees,2012-10-21T20:02Z,Muchas Gracias JcGoku21 excelentes aportes!!!
,wallas87,2012-10-21T21:41Z,Ahora si. 100% y compartiendo...
,Edgardomx,2012-10-21T23:17Z,Gracias x Las Peliculas En 720p 
,anonimo66,2012-10-25T18:54Z,Exelente calidad mira Jc no podrias subir estos videos de animacion en un bibrate mas bajo asi tendriamos videos de menos peso y buena calidad por ejemplo el Gato con Botas que solo pesa 616Mb en mkv 720p y se ve más que bien. Gracias por compartir Jc.
,ibanezb90,2012-10-26T04:57Z,Gracias Juan Carlos Goku! :D
,JoaquinAR,2012-10-31T11:51Z,Nunca voy a entender porque hay gente que destroza un HD con XviD. Deberian filtrarlos los AVI en esta seccion directamente.
,chiquito9,2012-11-04T16:33Z,gracias te mereces unos aguachiles estan vien parrones
,warezney,2012-11-14T00:46Z,Excelente aporte 720p!!! Muchas Gracias!!!
