User Type,Username,Date,Text
,itool,2012-11-27T11:20Z,"Thanks for all of your great uploads, rockster!"
,itool,2012-11-27T11:35Z,A/10   V/10     Quick download.
,Kimberlay,2012-11-27T12:09Z,rkstr you're the bomb!  Thanks.
,pulpintro,2012-11-27T12:38Z,thank you thank you!
,syaugust8,2012-11-27T12:57Z,thanks! happy holidays from austin texas! +1
,fixatia,2012-11-27T13:54Z,Thanks rkstr! I love love love all the work you do! :D +1
,BoonesFerry,2012-11-27T14:31Z,Thank you. 
,byong,2012-11-27T18:08Z,Thank you! Thank you! Thank you! Thank you! Thank you! Big fat 10! 
,springali,2012-11-27T19:09Z,Thank you! OXO
,shleal225,2012-11-27T19:24Z,your the best!
,donebydre,2012-11-28T01:16Z,"perfection

A/10
V/10

yippee yahooooo!

thank you thank you thank you thank you"
,lalapoo,2012-11-28T02:20Z,"Great quality file. 
Rockster, you da man! 
xo"
,iluvrkstr,2012-11-28T04:13Z,Thanks!
,erindodd4,2012-11-28T07:17Z,hi im just wondering if your going to upload jersey shore season 6 episode 10
,c149r2,2012-11-28T07:38Z,Rockstar you are so awesome for keeping us up to date with all of our favorite housewives!  Really it is such a privilege for us!  Missing the Real Housewives of Miami too!  Will you be uploading their episodes at a later date perhaps?...Hope you have a wonderful holiday season! Blessings to you! Thank you for all that you do!
,c149r2,2012-11-28T07:39Z,Rockstar you are so awesome for keeping us up to date with all of our favorite housewives!  Really it is such a privilege for us!  Missing the Real Housewives of Miami too!  Will you be uploading their episodes at a later date perhaps?...Hope you have a wonderful holiday season! Blessings to you! Thank you for all that you do! Your torrents are perfect every time!
,c149r2,2012-11-28T07:50Z,Rockstar you are so awesome for keeping us up to date with all of our favorite housewives!  Really it is such a privilege for us!  Missing the Real Housewives of Miami too!  Will you be uploading their episodes at a later date perhaps?...
,tomlord40,2012-11-28T08:38Z,"Brilliant, thanks!"
[T],rkstr,2012-11-28T08:49Z,"@c149r2  -thanks for your kind words.Also you might want to check your schedule, there was no Real Housewives of Miami last week, the next episode is on Thursday night.

@erindodd4  - I won't be uploading any episodes of Jersey Shore"
,lucielou1,2012-11-28T09:05Z,Thank you rockstar =)
,bella1981,2012-11-28T12:53Z,"Thank you so much, rkstr!  I have been living overseas for the past year and being able to watch a few of my favorite shows has meant the world to me..you are truly appreciated!  "
,kaninshen,2012-12-01T02:33Z,Thank you so much! You make my day !
