User Type,Username,Date,Text
,JohnGacy,2012-10-31T18:05Z,fucken sweet bro
,fistanleydo,2012-10-31T18:07Z,"Just curious why you don't ever put the imdb link in the info. I know that usually it's the first comment and all, and it's not that much trouble for me to look it up myself; but I was just curious. Once again this is a perfect torrent. Thanks for all you do."
,fistanleydo,2012-10-31T18:08Z,http://www.imdb.com/title/tt1298649/
,sadusten,2012-10-31T19:27Z,hay ex. do u know when assassin's creed 3 will be out?! =)
,Einlanzer105,2012-11-01T00:03Z,Thanks for this man.. :D
,obliveron,2012-11-01T04:57Z,"sadusten your aware you can google ""assassins creed 3 release date"" right?"
,obliveron,2012-11-01T05:00Z,but i'll do the work for you sense im bored. AC3 for PS3 and 360 = oct 30 2012. AC3 for PC = nov 23 2012.
,obliveron,2012-11-01T05:01Z,10/30/12 - 360/ps3  11/23/12 - pc
,Arxithia,2012-11-01T22:26Z,my balls are sweaty..can you assholes not seeding like them the fuck crazy?ty ex
,freeegatee,2012-11-01T23:05Z,"Thank you for the up.
A/10 V/8"
[V],DeGun,2012-11-01T23:33Z,"thx Extremezone for di up ! 

thx too - fistanleydo - for the imdb link - it confirms what i thought from the plot : wow wat a shit .
"
,phillymike32,2012-11-02T02:30Z,better movie than I thought it was gonna be
,CDUKSHN,2012-11-09T06:34Z,"Scanned clean
V-10
A-10
+1"
,teajon,2012-11-11T20:02Z,Bad combination of actors. +1 for quality though!
,Garler,2012-11-15T07:56Z,I really enjoyed this movie.
