User Type,Username,Date,Text
,B.Torrents,2012-10-10T07:57Z,Thanks scene4all & SPARK for the Rip...+1 Added
,vampzcore,2012-10-10T08:10Z,thanks!!
,rufnnek,2012-10-10T08:19Z,"A = ?
v = ?
last time i downloaded the audio is Cam"
,Jaymark_prs,2012-10-10T10:21Z,movie is lame..tries too hard but has a certain somethin.....watch if bored and nuttin to do.
,Qazimski,2012-10-10T16:19Z,thx 4 upload but the movie is garbage !!
,Cinesis,2012-10-10T17:02Z,Jaymark_prs - That's a funny comment - it seems like most movies (and music) are like that now-a-days. Welcome to drone culture.
,MitsosRx,2012-10-10T18:05Z,"V:7
A:8
M:8
Its ok if you are bored and nuttin to do."
,sgarza122,2012-10-10T20:28Z,"a: 10
v:10

M: slow, drawn out"
,RIIX,2012-10-10T23:29Z,Amazing rip! thank you again!
,catinthehat88,2012-10-10T23:45Z,Thank you!
,andyb02,2012-10-11T01:23Z,Quality is great.  Movie sucks.  Kira Knightley doesn't even show any skin and that would have been the only thing that makes this movie worth watching.  I wouldn't recommend watching it unless there is absolutely nothing else.
,ronin6,2012-10-11T04:04Z,thanks!
,tinderboxes,2012-10-11T15:24Z,"Keira Knightley doesn't ever show any skin, she can at best show bone.
Movie sucks, except if you're with a girl ;)"
,AdrikPL,2012-10-11T18:11Z,Thanks for the upload!
,baratbatpo,2012-10-11T23:00Z,very touching at the end
,chernye,2012-10-12T07:22Z,i cried buckets.
,dfl3506,2012-10-12T07:55Z,"A10, V10. Really enjoyed this movie, something original for a change. Of course if your tastes run towards Steven Seagal, Van Damme etc, don't bother, you're brain dead."
,Shadeux,2012-10-12T11:20Z,"A:10
V:9

Movie in my opinion wasn't the greatest. More of a chick flick. I've seen better. But I've seen worse. Not a total waste of time. "
,Shadeux,2012-10-12T11:21Z,"Don't mean to double comment, but I want to thank scene for this. Another great upload. +1 from me. I don't know why people would rate -1 because of the movie. Rate based upon quality. Sheesh...."
,chelariusergiu,2012-10-12T13:56Z,"A:9/10
V:10/10
M:6/10

Thanks @scene4all!"
,balrog814,2012-10-12T19:53Z,"At min 23 I laughed for 2 mins, but that's all. The rest is a bore."
,sateef,2012-10-13T04:12Z,"interesting concept, boring movie. i hope someone makes a good movie one day about the last few weeks of life on earth."
,taradada,2012-10-13T04:47Z,test
,taradada,2012-10-13T04:48Z,"I usually don't write about the movie itself in the comments here, but this one was really really boring!

I've never got so much bored, there is just no story at all, the world is gonna end in 3 weeks but that's it, the main character is bored by the events and is boring by itself, it's just a fucking stupid boring movie!"
,taradada,2012-10-13T04:49Z,"BORING MOVIE â&#x20AC;&#x201C; DO NOT DOWNLOAD, you have been warned."
,shelluva,2012-10-14T02:33Z,"A = 10
V = 10
Finally a DVD rip!
Cheers :)"
,mmosakuji,2012-10-14T19:51Z,"A/V 7/5 - look for a 4gig+ copy if you want really good video, but this movie doesn't need it, no special effects at all.

M: 8 I really enjoyed it"
,i_steal_media_hohoho,2012-10-14T21:18Z,"Film is quite good, nothing amazing though, but an easy watch. 

@GhostofMackisGod WTF are you talking about? There are 12774 seeders, no one gives a fuck whether you seed or not. There will always be people who don't seed, but luckily the majority do. TPB without selfish cunts is like an American who doesn't come out with lame, painfully cheesy one liners on a regular basis, it doesn't exist."
,zarose,2012-10-15T01:44Z,fawesome!
,lilbehr,2012-10-15T02:20Z,"To ghostofmacisgod : Go find a corner to play with yourself in, because nobody needs or cares about you or your fucking bandwith speed ! "
,mercurious,2012-10-15T08:01Z,"a:9.5
v:9.5

ghostofmacisgod has left the same comment on at least one other torrent. Don't feed it!"
,Blurr557,2012-10-15T23:42Z,@GhostofMackisGod Hardcore trolling lvl 3
,dfl3506,2012-10-16T08:07Z,"Bugger me, all those that hated this movie and found it boring, stick to your diet of car chases, gunfights and explosions."
,Djcole,2012-10-16T10:26Z,"GhostofMackisGod.   how would you feel if everyone did the same to you.. you would not be enjoying this movie right now would you..
but thats ok because PB keeps track of your share ratio and you will be baned soon..  P.S. just because you download at 3.2 mbs you upload at abot 350kbs..abd it does not efect your download speed....so FUCK OFF ASS HOLE..."
,Djcole,2012-10-16T10:29Z,Great Movie Thanks scene4all
,Djcole,2012-10-16T10:30Z,"GhostofMackisGod.   how would you feel if everyone did the same to you.. you would not be enjoying this movie right now would you..
but thats ok because PB keeps track of your share ratio and you will be baned soon..  P.S. just because you download at 3.2 mbs you upload at abot 350kbs..abd it does not efect your download speed...."
,Djcole,2012-10-16T10:30Z,SO FUCK OFF ASS HOLE GhostofMackisGod. 
,odeeSS,2012-10-16T22:09Z,"@i_steal_media_hohoho: Total win. :)
"
,Jason310M,2012-10-17T07:53Z,"@GhostofMackisGod

Wow, you are a dumb ass mother fucker, did you know that?"
,babyluv247365,2012-10-17T09:56Z,wow you dick bag go eat a bowl of dicks i am just new to this and i realize it is somewhat a community HoesatSmakIsFraud i am afraid i dont up appropriately but at least i try you bitch made shitbag i will take my ball and go home i have seen pleanty of people like you on the play ground the only reason i am getting this dL is so i can seed it 
,Tinna_30,2012-10-18T02:43Z,Thanks !!!
,Jugg141,2012-10-18T12:08Z,"""but thats ok because PB keeps track of your share ratio and you will be baned soon"" are you serious? or did mama just drop you on your head boy.

i stop uploading instant.. even though i have infinite windth. But my torrents have always uploaded the doubble from what ive downloaded. So my hands are clean. Now, go eat shit."
,eralva91,2012-10-19T01:31Z,trollin
,ohh_herrow,2012-10-21T19:32Z,"Everyone just give that GhostofDoucheNozzle kid the cold shoulder, he literally has nothing better to do with his pathetic life than spam the same ignorant post on every high-seeded torrent he can find.

If you just ignore the little hemorrhoid, he'll have nothing but his own personality disorders (and his mother's cats) to keep him company."
,killbush,2012-10-24T17:35Z,"Once again, hollywood ruins a film by trying to ram that hideous, unnatural and unacceptable inter-racial relationship crap down out throats. Easily the worst part of the movie. "
,Krosh123,2012-10-25T08:20Z,"@GhostofMackisGod....You are boasting about 3-5 mbps dl ??? I get upload speeds that fast
BWAHAHAHAHAHA that's basic cable for my IPS. So i guess that makes you the peasant."
,Krosh123,2012-10-25T09:06Z,ISP*
,PapooseAnn,2012-10-26T04:30Z,Thank you!
,parteeboi,2012-10-26T16:34Z,GhostofMackisGod - get laid!
,SlimT985,2012-10-26T23:25Z,"A-9
V-7 
M-?? Hard to rate this one.. It's a very mixed up movie. It's every genre thrown into one, but they didn't blend it very well . There's too much going on, and not much going on at the same time (that won't make sense until you watch it lol)  The story is VERY ""jerky"". It leads you in one direction for a while, and as soon as you get ""settled in"", suddenly the next scene takes you in a whole different direction. This process is repeated throughout the entire movie."
,zackobaid,2012-10-27T21:21Z,"A:9
V:8
M: Don't Wast Your Time..This Is A Shitty Movie!"
,paparob,2012-10-28T07:13Z,"A:10
V:10
fast download
thank you and fellow seeders."
,BMic88,2012-11-02T06:58Z,"Steve Carell couldn't make this funny. I guess it's more of a drama. He should stick to Comedy and go back to the Office..

Good movie to watch with a girl you want though I guess..

V and A 7.5
M 6"
,CDUKSHN,2012-11-03T12:07Z,"Scanned clean
V-10
A-10
+1"
,duckgus,2012-11-14T00:58Z,No anda el idioma sub spanish
