User Type,Username,Date,Text
,bossdinesh,2012-02-18T14:15Z,"Im seeding now (low speed data connection)...

plz seed after completing this download =)"
,atlas12,2012-02-18T17:00Z,Seed please.  I take it all the other languages beside english are ripped? 
,bossdinesh,2012-02-18T18:34Z,*** ENGLISH  ONLY ***
,drkabarkin,2012-02-18T20:24Z,"@bossdinesh

do the dlc included in here? "
,anishrestha,2012-02-19T05:14Z,no seeders!!!!!!!!!!
,mynameisexysam,2012-02-19T10:23Z,"seed bro please ,we are suck at 99.3%"
,bossdinesh,2012-02-19T13:14Z,seeding....
,expler,2012-02-19T14:14Z,"damn dude, every one is stuck at 99.3 % seed, so we can spread it :D "
,expler,2012-02-19T15:23Z,"thats it, this is getting annoying, im deleting it , sorry but it just gets on my nerves."
,cnfanjul,2012-02-19T16:13Z,por que no se siembra....joder
,bossdinesh,2012-02-20T09:10Z,"im doing my best @ the moment....

almost seeded to 2.000 ratio...

*** still seeding"
,sohobash,2012-02-20T09:57Z,@bossdinesh plzz seed this one too : http://thepiratebay.se/torrent/7036927/Aan_Wake_(Repack)_-_BLACK_BOX
,drobac993,2012-02-20T15:26Z,Please Seeddddddddddddd! I am on 77%
,peelma,2012-02-21T09:35Z,Thanks for AlanWake but could you please also upload Kingdoms of Amalur Reckoning (BLACK BOX). PLEASE UPLOAD IT. MOST OF US ARE WAITING.
,expler,2012-02-21T20:39Z,so did someone download it ? 
,Isaac4476,2012-02-23T10:55Z,2.0 kbs.GREAT!SEED PLEASE!
,Devon3r,2012-02-25T10:43Z,Seed this file guys!
,SelfPotato,2012-02-26T19:31Z,You do know retards that your upload rate does not affect your download rate? So Y U NO SEED?
,xXSt3althkillXx,2012-03-24T01:21Z,I just downloaded this not that long ago. I started to play it and had to get off so it saved the game blah blah blah and then i got off. So i come on the next day only to find out that my whole save file is gone. I found out everytime you exit the game and restart it all of your save progress is gone. Something to do to stop this? If not im getting rid of this and going to another alan wake torrent
,realwild,2012-05-12T10:23Z,plzzz any one can tell does this really works ????????
,realwild,2012-05-13T05:27Z,seed u bad creatures seed plzzzzzzzz........i am not even getting proper down speed.......after download i sure will seed till i can 
,.Gamer.,2012-05-23T17:13Z,Awesome Game!
,heretotorrent,2012-06-23T18:50Z,PLS SEED!!!!!
,Andlav,2012-07-24T02:03Z,More Seeds!
