User Type,Username,Date,Text
,apex2000,2013-01-03T07:45Z,"Thanks for this.

Has anyone tried it yet?"
,pir8s007,2013-01-03T08:22Z,"10/10 Use crack only & Works perfect!!! 

Thanx a lot!!
"
,greekfirefor,2013-01-03T14:22Z,"Could anyone help please and tell me how to ""Apply Patch"" as in the written instructions. I am new to this!!! Thanks"
,apex2000,2013-01-03T17:09Z,"@greekfirefor - copy the patch to:

C:Program Files (x86)AdobeAcrobat 11.0Acrobat

Run the patch and then click on either of the two images in the patch window; you will see 'OK' in the bottom left corner of the patch window.

This app opens .pdf files very fast."
,greekfirefor,2013-01-04T04:05Z,Thanks a lot apex 2000. I DID ITTTTTTTTTTTT
,rutafar,2013-01-04T16:30Z,Thanks WSI. Works great with Keygen and can access the update server.
,wakintoch,2013-01-04T20:21Z,THE EASYEST WAY TO REGISTER ! works perfectly thx a lot !!
,jersson,2013-01-05T02:33Z,Wow. A fantastic upload. Thank Yoy
,Cesarz33,2013-01-07T20:11Z,windows 8?
,pir8s007,2013-01-10T13:11Z,"@WSI

application does't start after update...."
[T],WSI,2013-01-11T00:38Z,"@pir8s007
http://img855.imageshack.us/img855/2198/screenimn.jpg"
