Filename,Size,Unit
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-01 I Saw Her Standing There.mp3",6.26,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-02 The Hippy Hippy Shake.mp3",4.71,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-03 Sweet Little Sixteen.mp3",7.82,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-04 Mr. Moonlight.mp3",6.69,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-05 Hully Gully.mp3",5.54,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-06 Ain't Nothin' Shakin' (But the Leaves on the Trees).mp3",4.8,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-07 Little Queenie.mp3",10.69,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-08 Everybody's Tryin' to Be My Baby.mp3",7.48,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-09 I Remember You.mp3",6.28,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-10 Reminiscing.mp3",5.77,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 1)/1-11 Kansas City_Hey-Hey-Hey-Hey!.mp3",7.3,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-01 Roll Over Beethoven.mp3",6.88,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-02 Ask Me Why.mp3",7.48,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-03 Lend Me Your Comb.mp3",5.91,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-04 Where Have You Been All My Life_.mp3",6.03,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-05 A Taste of Honey.mp3",6.67,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-06 I'm Talking About You.mp3",5.96,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-07 Twist and Shout.mp3",6.67,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-08 Red Sails in the Sunset.mp3",6.29,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-09 I'm Gonna Sit Right Down and Cry (Over You).mp3",8.05,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-10 Matchbox.mp3",7.67,M
"Live! at the Star-Club in Hamburg, Germany; 1962 (Disc 2)/2-11 Long Tall Sally.mp3",5.9,M
