Filename,Size,Unit
-M-/Un monstre Ã, Paris/01 - Les ActualitÃ©s (interlude).flac,1.35,M
-M-/Un monstre Ã, Paris/02 - La Valse de Paris.flac,3.51,M
-M-/Un monstre Ã, Paris/03 - La Seine Cabaret.flac,7.22,M
-M-/Un monstre Ã, Paris/04 - Emile et Raoul.flac,11.68,M
-M-/Un monstre Ã, Paris/05 - Sur les toits.flac,6.89,M
-M-/Un monstre Ã, Paris/06 - Maynott.flac,3.54,M
-M-/Un monstre Ã, Paris/07 - La Rencontre.flac,8.88,M
-M-/Un monstre Ã, Paris/08 - Un monstre Ã, Paris.flac,11.55,M
-M-/Un monstre Ã, Paris/09 - Lucille 'Le BaptÃªme' (interlude).flac,775.71,K
-M-/Un monstre Ã, Paris/10 - Francoeur - Lucille.flac,9.51,M
-M-/Un monstre Ã, Paris/11 - Brume Ã, Paname.flac,4.58,M
-M-/Un monstre Ã, Paris/12 - Cabaret.flac,5.48,M
-M-/Un monstre Ã, Paris/13 - La Seine.flac,17.96,M
-M-/Un monstre Ã, Paris/14 - Perquisition.flac,4.77,M
-M-/Un monstre Ã, Paris/15 - SacrÃ© cÅur.flac,4.82,M
-M-/Un monstre Ã, Paris/16 - Papa Paname.flac,14.07,M
-M-/Un monstre Ã, Paris/17 - Sur le fleuve - Tournesol.flac,6.29,M
-M-/Un monstre Ã, Paris/18 - Tour Eiffel infernale.flac,13.99,M
-M-/Un monstre Ã, Paris/19 - L'amour dans l'Ã¢me.flac,7.88,M
-M-/Un monstre Ã, Paris/20 - Flashback.flac,8.85,M
-M-/Un monstre Ã, Paris/21 - Un p'tit baiser.flac,16.45,M
-M-/Un monstre Ã, Paris/22 - Funky Baiser.flac,33.07,M
