User Type,Username,Date,Text
,SchrodingersCat,2012-12-27T10:44Z,Thank you very much.
,ariestottle,2012-12-27T16:11Z,"hey.. i got it working in as demo. maybe i am doing something wrong here.. 
i cant find the serial number. please tell me where the serial number is.. or provide it.
thanks"
,byronrub,2012-12-28T01:37Z,"Evidently with 400+ seeders this torrent must be ok. After unzipping multiple files, I get to setup.exe and get a window that says Adobe installer failed to initialize and open some installer helper from Adobe? I don't think so.
I'll pass on this one. Thanks for your efforts"
,kakifej2b,2012-12-29T12:39Z,"textures pack is shit, contains perfect photo suite, which is 2GB + some stupid adds. spent an hour to unpack (the files are packed 100 times). annoying torrent, avoid it, you can easily find a better torrent."
,sly guy,2012-12-29T13:39Z,are you f***ing kidding me ?? very stupid torrent !!!
,sly guy,2012-12-29T13:51Z,GO FUCK YOU FUCKING SELF ASSHOLE FOR THIS TORRENT  !!!!!!!!!!!
,seek1,2012-12-30T00:26Z,"There is a virus inside, after installing go to this path and you will find it C:UserssomeoneAppDataRoamingAdobe32
these files are run everytime you start up your windows
kaspersky 2013 with latest update can't determine it 
"
,seek1,2012-12-30T00:28Z,"but you can go to this https://www.virustotal.com and scan each one of them
I HAVE FOUND THIS IN bat.bat file
@echo off
%windir%system32taskkill.exe /im svchost.exe
%windir%system32reg.exe add HKCUsoftwaremicrosoftwindowscurrentversionrun /v "
,seek1,2012-12-30T00:45Z,it's contain Virus guys 
,hestrofanon,2013-01-02T15:39Z,"Am I doing something wrong? It seems that I only get the standard CS6 version - not the CS6 Extended. I can't find tools for animations for example and the splash screen only says ""Photoshop CS6"" (no ""Extended"")"
