User Type,Username,Date,Text
,keeganzo,2012-12-26T03:18Z,Awesome!! Have been watching for this...thnx a lot
,richfeynman,2012-12-26T11:43Z, Be careful about user asanti2012. He is a real motherf**ker!!!!
,richfeynman,2012-12-26T11:47Z,You're a real motherf**ker asanti2012!
,Beery,2012-12-26T14:42Z,girlfriend says thanks 
,peilass,2012-12-26T15:54Z,Thank you so much -- great quality as usual. Best for 2013 and keep up the good work.
,richfeynman,2012-12-26T16:21Z,You're a real motherf**ker asanti2012! 
,richfeynman,2012-12-26T16:41Z,asanti2012! = 1000 x real motherf**kers
,richfeynman,2012-12-26T16:41Z,asanti2012! = 2000 x real motherf**kers
,Dimmis80,2012-12-26T20:06Z,Can anyone can tell me if this episode is part of the season 3 or is from season 4.??Thanks in advance guys.??
,richfeynman,2012-12-26T23:17Z,You're a real motherf**ker asshole asanti2012
