Filename,Size,Unit
MusiCure 10; Dreams/01 Niels Eje - Track 1.flac,28.16,M
MusiCure 10; Dreams/02 Niels Eje - Track 2.flac,27.65,M
MusiCure 10; Dreams/03 Niels Eje - Track 3.flac,32.14,M
MusiCure 10; Dreams/04 Niels Eje - Track 4.flac,35.37,M
MusiCure 10; Dreams/05 Niels Eje - Track 5.flac,54.07,M
MusiCure 1; The Journey/01 Niels Eje - Track 1.flac,65.63,M
MusiCure 1; The Journey/02 Niels Eje - Track 2.flac,42.7,M
MusiCure 1; The Journey/03 Niels Eje - Track 3.flac,49.96,M
MusiCure 1; The Journey/04 Niels Eje - Track 4.flac,42.06,M
MusiCure 1; The Journey/05 Niels Eje - Track 5.flac,13.35,M
MusiCure 1; The Journey/06 Niels Eje - Track 6.flac,26.26,M
MusiCure 1; The Journey/07 Niels Eje - Track 7.flac,63.11,M
MusiCure 2; Equator/01 Niels Eje - Track 1.flac,79.83,M
MusiCure 2; Equator/02 Niels Eje - Track 2.flac,58.91,M
MusiCure 2; Equator/03 Niels Eje - Track 3.flac,74.12,M
MusiCure 2; Equator/04 Niels Eje - Track 4.flac,59.9,M
MusiCure 2; Equator/05 Niels Eje - Track 5.flac,55.7,M
MusiCure 3; Fairy Tales/01 Niels Eje - Track 1.flac,106.11,M
MusiCure 3; Fairy Tales/02 Niels Eje - Track 2.flac,36.65,M
MusiCure 3; Fairy Tales/03 Niels Eje - Track 3.flac,61.29,M
MusiCure 3; Fairy Tales/04 Niels Eje - Track 4.flac,71.57,M
MusiCure 3; Fairy Tales/05 Niels Eje - Track 5.flac,58.51,M
MusiCure 4; Northern Light/01 Niels Eje - Track 1.flac,73.04,M
MusiCure 4; Northern Light/02 Niels Eje - Track 2.flac,44.01,M
MusiCure 4; Northern Light/03 Niels Eje - Track 3.flac,33.4,M
MusiCure 4; Northern Light/04 Niels Eje - Track 4.flac,51.6,M
MusiCure 4; Northern Light/05 Niels Eje - Track 5.flac,54.2,M
MusiCure 5; Seasons/01 Niels Eje - Track 1.flac,73.03,M
MusiCure 5; Seasons/02 Niels Eje - Track 2.flac,70.53,M
MusiCure 5; Seasons/03 Niels Eje - Track 3.flac,52.93,M
MusiCure 5; Seasons/04 Niels Eje - Track 4.flac,61.08,M
MusiCure 6; Waves/01 Niels Eje - Track 1.flac,48.27,M
MusiCure 6; Waves/02 Niels Eje - Track 2.flac,41.49,M
MusiCure 6; Waves/03 Niels Eje - Track 3.flac,56.02,M
MusiCure 6; Waves/04 Niels Eje - Track 4.flac,77.86,M
MusiCure 6; Waves/05 Niels Eje - Track 5.flac,76.94,M
MusiCure 7; Horizons/01 Niels Eje - Track 1.flac,75.08,M
MusiCure 7; Horizons/02 Niels Eje - Track 2.flac,30.57,M
MusiCure 7; Horizons/03 Niels Eje - Track 3.flac,62.6,M
MusiCure 7; Horizons/04 Niels Eje - Track 4.flac,63.03,M
MusiCure 7; Horizons/05 Niels Eje - Track 5.flac,44.02,M
MusiCure 8; Peace/01 Niels Eje - Track 1.flac,75.83,M
MusiCure 8; Peace/02 Niels Eje - Track 2.flac,55.89,M
MusiCure 8; Peace/03 Niels Eje - Track 3.flac,49.1,M
MusiCure 8; Peace/04 Niels Eje - Track 4.flac,80.81,M
MusiCure 9; Scandinavia/01 Niels Eje - Track 1.flac,70.63,M
MusiCure 9; Scandinavia/02 Niels Eje - Track 2.flac,35.5,M
MusiCure 9; Scandinavia/03 Niels Eje - Track 3.flac,49.42,M
MusiCure 9; Scandinavia/04 Niels Eje - Track 4.flac,64.96,M
